Empresa,Prefixo,Carroceria,Ano,Chassi,Portas,Letreiro,Elevador,Ar
Conquistadora,511,Comil Svelto 6,2016,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,512,Comil Svelto 6,2016,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,513,Comil Svelto 6,2016,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,514,Comil Svelto 6,2016,Agrale MA 17.0,2,Mobitec,Sim,Não
Conquistadora,515,Comil Svelto 6,2016,Agrale MA 17.0,2,Mobitec,Sim,Não
Conquistadora,516,Comil Svelto 6,2016,Agrale MA 17.0,2,Mobitec,Sim,Não
Conquistadora,517,Comil Svelto 6,2016,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,518,Comil Svelto 6,2016,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,519,Comil Svelto 6,2016,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,520,Comil Svelto 6,2016,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,521,Comil Svelto 6,2016,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,522,Comil Svelto 6,2016,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,523,Comil Svelto 6,2016,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,524,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,525,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,526,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,527,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,528,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,529,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,530,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,531,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,532,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,533,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,534,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,535,Marcopolo Torino G8,2015,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,536,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Conquistadora,537,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Conquistadora,538,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Conquistadora,539,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Conquistadora,540,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Conquistadora,541,Comil Svelto 6,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,542,Comil Svelto 6,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,543,Comil Svelto 6,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,544,Comil Svelto 6,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,545,Marcopolo Torino S,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,546,Mascarello Gran Via IV CT,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,547,Mascarello Gran Via IV CT,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,548,Mascarello Gran Via IV CT,2022,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,549,Mascarello Gran Via V,2023,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,550,Mascarello Gran Via V,2023,Mercedes-Benz OF-1721,2,Luminator,Sim,Não
Conquistadora,551,Mascarello Gran Via V,2023,Mercedes-Benz OF-1721L,2,Luminator,Sim,Não
Conquistadora,552,Comil Svelto 6,2023,Mercedes-Benz OF-1721L,2,Luminator,Sim,Não
Conquistadora,553,Comil Svelto 6,2023,Volkswagen 17.230,2,Luminator,Sim,Não
Conquistadora,554,Comil Svelto 6,2023,Volkswagen 17.230,2,Luminator,Sim,Não
Conquistadora,576,Marcopolo Torino G7,2013,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,577,Marcopolo Torino G7,2013,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,578,Marcopolo Torino G7,2013,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,582,Caio Apache Vip II,2012,Volkswagen 17.230 VT,3,Mobitec,Sim,Não
Conquistadora,584,Marcopolo Torino G8,2014,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,585,Marcopolo Torino G8,2014,Volkswagen 17.230,2,Mobitec,Sim,Não
Conquistadora,588,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Conquistadora,589,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Conquistadora,590,Marcopolo Torino G8,2017,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,591,Marcopolo Torino G8,2017,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,593,Comil Svelto 6,2018,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,594,Comil Svelto 6,2018,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,595,Comil Svelto 6,2018,Mercedes-Benz OF-1721,2,Mobitec,Sim,Não
Conquistadora,597,Volare W-L,2015,Agrale W-L,1,Mobitec,Sim,Sim
Santa Maria,601,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,603,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,604,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,605,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,606,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,607,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,608,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,609,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,610,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,612,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,613,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,614,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,615,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,616,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,617,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,618,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,619,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,620,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,621,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,622,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,623,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,624,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,625,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,640,Comil Svelto 6,2015,Volvo B270F,2,Mobitec,Sim,Não
Santa Maria,660,Volare W-L,2015,Agrale W-L,1,SetBus,Sim,Não
Santa Maria,670,Volare W-L,2015,Agrale W-L,1,Mobitec,Sim,Não
